Bacteria,Fago
m_shigaense,Tiffany
m_shigaense,Piro94
m_shigaense,MarQuardt
m_shigaense,SweetiePie
m_shigaense,Larenn
m_shigaense,Taurus
m_shigaense,Phayonce
m_shigaense,Marie
m_shigaense,Malinsilva
m_shigaense,Hercules11
m_shigaense,EvilGenius
m_shigaense,ChipMunk
m_shigaense,Penny1
m_shigaense,Aglet
m_shigaense,Pukovnik
m_shigaense,Jobu08
m_shigaense,Turbido
m_shigaense,Trixie
m_shigaense,Kampy
m_shigaense,Phantastic
m_stephanolepidis,Sparkdehlily
m_stephanolepidis,Che12
m_stephanolepidis,Adzzy
m_fortuitum,Melvin
m_fortuitum,Turbido
m_vaccae,Melvin
m_vaccae,Phayonce
m_vaccae,Turbido
m_phlei,Chy5
m_phlei,Chy4
m_avium_ssp_paratuberculosis_MAP,Eagle
m_avium_ssp_paratuberculosis_MAP,Vix
m_avium_ssp_paratuberculosis_MAP,LHTSCC
m_avium_ssp_paratuberculosis_MAP,Medusa
m_avium_ssp_paratuberculosis_MAP,Anubis
m_avium_ssp_paratuberculosis_MAP,BellusTerra
m_avium_ssp_paratuberculosis_MAP,Melvin
m_avium_ssp_paratuberculosis_MAP,Obama12
m_avium_ssp_paratuberculosis_MAP,Equemioh13
m_avium_ssp_paratuberculosis_MAP,Tiffany
m_avium_ssp_paratuberculosis_MAP,Piro94
m_avium_ssp_paratuberculosis_MAP,MarQuardt
m_avium_ssp_paratuberculosis_MAP,SweetiePie
m_avium_ssp_paratuberculosis_MAP,Larenn
m_avium_ssp_paratuberculosis_MAP,Taurus
m_avium_ssp_paratuberculosis_MAP,Marie
m_avium_ssp_paratuberculosis_MAP,Malinsilva
m_avium_ssp_paratuberculosis_MAP,Hercules11
m_avium_ssp_paratuberculosis_MAP,EvilGenius
m_avium_ssp_paratuberculosis_MAP,ChipMunk
m_avium_ssp_paratuberculosis_MAP,Penny1
m_avium_ssp_paratuberculosis_MAP,Aglet
m_avium_ssp_paratuberculosis_MAP,Pukovnik
m_avium_ssp_paratuberculosis_MAP,Jobu08
m_avium_ssp_paratuberculosis_MAP,Turbido
m_avium_ssp_paratuberculosis_MAP,Trixie
m_avium_ssp_paratuberculosis_MAP,Kampy
m_avium_ssp_paratuberculosis_MAP,Phantastic
m_dioxanotrophicus,Turbido
mtb_c,Giles
mtb_c,Dori
mtb_haarlem,Giles
mtb_haarlem,Dori
m_microti,Giles
m_microti,Dori
m_bovis,Giles
m_bovis,Dori
m_lepraemurium,Bactobuster
m_lepraemurium,SWU1
m_africanum,Giles
m_africanum,Dori
m_avium,Bactobuster
m_avium,Giles
m_avium,SWU1
m_avium_ssp_paratuberculosis_k10,Bactobuster
m_avium_ssp_paratuberculosis_k10,Giles
m_avium_ssp_paratuberculosis_k10,SWU1
m_bovis_bcg,Giles
m_bovis_bcg,Dori
m_leprae,Giles
m_marinum,Eagle
m_marinum,Vix
m_marinum,LHTSCC
m_marinum,Medusa
m_marinum,Anubis
m_marinum,BellusTerra
m_marinum,Obama12
m_marinum,Equemioh13
m_marinum,Tiffany
m_marinum,Piro94
m_marinum,MarQuardt
m_marinum,SweetiePie
m_marinum,Larenn
m_marinum,Taurus
m_marinum,Marie
m_marinum,Malinsilva
m_marinum,Hercules11
m_marinum,EvilGenius
m_marinum,ChipMunk
m_marinum,Penny1
m_marinum,Aglet
m_marinum,Pukovnik
m_marinum,Jobu08
m_marinum,Trixie
m_marinum,Kampy
m_marinum,Phantastic
m_smegmatis,Bactobuster
m_smegmatis,Giles
m_smegmatis,SWU1
m_ssp_jls,Eagle
m_ssp_jls,Vix
m_ssp_jls,LHTSCC
m_ssp_jls,Medusa
m_ssp_jls,Anubis
m_ssp_jls,BellusTerra
m_ssp_jls,Obama12
m_ssp_jls,Equemioh13
m_ssp_jls,Tiffany
m_ssp_jls,Piro94
m_ssp_jls,MarQuardt
m_ssp_jls,SweetiePie
m_ssp_jls,Larenn
m_ssp_jls,Taurus
m_ssp_jls,Sparkdehlily
m_ssp_jls,Marie
m_ssp_jls,Malinsilva
m_ssp_jls,Hercules11
m_ssp_jls,EvilGenius
m_ssp_jls,ChipMunk
m_ssp_jls,Penny1
m_ssp_jls,Aglet
m_ssp_jls,Pukovnik
m_ssp_jls,Jobu08
m_ssp_jls,Trixie
m_ssp_jls,Kampy
m_ssp_jls,Phantastic
m_ssp_kms,Eagle
m_ssp_kms,Vix
m_ssp_kms,LHTSCC
m_ssp_kms,Medusa
m_ssp_kms,Anubis
m_ssp_kms,BellusTerra
m_ssp_kms,Obama12
m_ssp_kms,Equemioh13
m_ssp_kms,Tiffany
m_ssp_kms,Piro94
m_ssp_kms,MarQuardt
m_ssp_kms,SweetiePie
m_ssp_kms,Larenn
m_ssp_kms,Taurus
m_ssp_kms,Marie
m_ssp_kms,Malinsilva
m_ssp_kms,Hercules11
m_ssp_kms,EvilGenius
m_ssp_kms,ChipMunk
m_ssp_kms,Penny1
m_ssp_kms,Aglet
m_ssp_kms,Pukovnik
m_ssp_kms,Jobu08
m_ssp_kms,Trixie
m_ssp_kms,Kampy
m_ssp_kms,Phantastic
m_ssp_mcs,Eagle
m_ssp_mcs,Vix
m_ssp_mcs,LHTSCC
m_ssp_mcs,Medusa
m_ssp_mcs,Anubis
m_ssp_mcs,BellusTerra
m_ssp_mcs,Obama12
m_ssp_mcs,Equemioh13
m_ssp_mcs,Tiffany
m_ssp_mcs,Piro94
m_ssp_mcs,MarQuardt
m_ssp_mcs,SweetiePie
m_ssp_mcs,Larenn
m_ssp_mcs,Taurus
m_ssp_mcs,Marie
m_ssp_mcs,Malinsilva
m_ssp_mcs,Hercules11
m_ssp_mcs,EvilGenius
m_ssp_mcs,ChipMunk
m_ssp_mcs,Penny1
m_ssp_mcs,Aglet
m_ssp_mcs,Pukovnik
m_ssp_mcs,Jobu08
m_ssp_mcs,Trixie
m_ssp_mcs,Kampy
m_ssp_mcs,Phantastic
mtb_cdc1551,Giles
mtb_cdc1551,Dori
mtb_f11,Giles
mtb_f11,Dori
mtb_h37ra,Giles
mtb_h37ra,Dori
m_ulcerans ,Eagle
m_ulcerans ,Vix
m_ulcerans ,LHTSCC
m_ulcerans ,Medusa
m_ulcerans ,Anubis
m_ulcerans ,BellusTerra
m_ulcerans ,Obama12
m_ulcerans ,Equemioh13
m_ulcerans ,Tiffany
m_ulcerans ,Piro94
m_ulcerans ,MarQuardt
m_ulcerans ,SweetiePie
m_ulcerans ,Larenn
m_ulcerans ,Taurus
m_ulcerans ,Marie
m_ulcerans ,Malinsilva
m_ulcerans ,Hercules11
m_ulcerans ,EvilGenius
m_ulcerans ,ChipMunk
m_ulcerans ,Penny1
m_ulcerans ,Aglet
m_ulcerans ,Pukovnik
m_ulcerans ,Jobu08
m_ulcerans ,Trixie
m_ulcerans ,Kampy
m_ulcerans ,Phantastic
m_vanbaalenii,Eagle
m_vanbaalenii,Vix
m_vanbaalenii,LHTSCC
m_vanbaalenii,Medusa
m_vanbaalenii,Anubis
m_vanbaalenii,BellusTerra
m_vanbaalenii,Obama12
m_vanbaalenii,Equemioh13
m_vanbaalenii,Tiffany
m_vanbaalenii,Piro94
m_vanbaalenii,MarQuardt
m_vanbaalenii,SweetiePie
m_vanbaalenii,Larenn
m_vanbaalenii,Taurus
m_vanbaalenii,Marie
m_vanbaalenii,Malinsilva
m_vanbaalenii,Hercules11
m_vanbaalenii,EvilGenius
m_vanbaalenii,ChipMunk
m_vanbaalenii,Penny1
m_vanbaalenii,Aglet
m_vanbaalenii,Pukovnik
m_vanbaalenii,Jobu08
m_vanbaalenii,Trixie
m_vanbaalenii,Kampy
m_vanbaalenii,Phantastic
mtb_h37rv,Giles
mtb_h37rv,Dori
m_gilvum,Eagle
m_gilvum,Vix
m_gilvum,LHTSCC
m_gilvum,Medusa
m_gilvum,Anubis
m_gilvum,BellusTerra
m_gilvum,Obama12
m_gilvum,Equemioh13
m_gilvum,Tiffany
m_gilvum,Piro94
m_gilvum,MarQuardt
m_gilvum,SweetiePie
m_gilvum,Larenn
m_gilvum,Taurus
m_gilvum,Marie
m_gilvum,Malinsilva
m_gilvum,Hercules11
m_gilvum,EvilGenius
m_gilvum,ChipMunk
m_gilvum,Penny1
m_gilvum,Aglet
m_gilvum,Pukovnik
m_gilvum,Jobu08
m_gilvum,Trixie
m_gilvum,Kampy
m_gilvum,Phantastic
m_intracellulare,Bactobuster
m_intracellulare,SWU1
m_liflandii,Eagle
m_liflandii,Vix
m_liflandii,LHTSCC
m_liflandii,Medusa
m_liflandii,Anubis
m_liflandii,BellusTerra
m_liflandii,Obama12
m_liflandii,Equemioh13
m_liflandii,Tiffany
m_liflandii,Piro94
m_liflandii,MarQuardt
m_liflandii,SweetiePie
m_liflandii,Larenn
m_liflandii,Taurus
m_liflandii,Marie
m_liflandii,Malinsilva
m_liflandii,Hercules11
m_liflandii,EvilGenius
m_liflandii,ChipMunk
m_liflandii,Penny1
m_liflandii,Aglet
m_liflandii,Pukovnik
m_liflandii,Jobu08
m_liflandii,Trixie
m_liflandii,Kampy
m_liflandii,Phantastic
m_shigaense,Bactobuster
m_shigaense,SWU1
m_stephanolepidis,Giles
m_stephanolepidis,Redi
m_stephanolepidis,DS6A
m_fortuitum,Eagle
m_fortuitum,Vix
m_fortuitum,LHTSCC
m_fortuitum,Medusa
m_fortuitum,Anubis
m_fortuitum,BellusTerra
m_fortuitum,Obama12
m_fortuitum,Equemioh13
m_fortuitum,Tiffany
m_fortuitum,Piro94
m_fortuitum,MarQuardt
m_fortuitum,SweetiePie
m_fortuitum,Larenn
m_fortuitum,Taurus
m_fortuitum,Marie
m_fortuitum,Malinsilva
m_fortuitum,Hercules11
m_fortuitum,EvilGenius
m_fortuitum,ChipMunk
m_fortuitum,Penny1
m_fortuitum,Aglet
m_fortuitum,Pukovnik
m_fortuitum,Jobu08
m_fortuitum,Redi
m_fortuitum,Trixie
m_fortuitum,Kampy
m_fortuitum,Phantastic
m_vaccae,Eagle
m_vaccae,Vix
m_vaccae,LHTSCC
m_vaccae,Medusa
m_vaccae,Anubis
m_vaccae,BellusTerra
m_vaccae,Obama12
m_vaccae,Equemioh13
m_vaccae,Tiffany
m_vaccae,Piro94
m_vaccae,MarQuardt
m_vaccae,SweetiePie
m_vaccae,Larenn
m_vaccae,Taurus
m_vaccae,Marie
m_vaccae,Malinsilva
m_vaccae,Hercules11
m_vaccae,EvilGenius
m_vaccae,ChipMunk
m_vaccae,Penny1
m_vaccae,Aglet
m_vaccae,Pukovnik
m_vaccae,Jobu08
m_vaccae,Redi
m_vaccae,Trixie
m_vaccae,Kampy
m_vaccae,Phantastic
m_avium_ssp_paratuberculosis_MAP,Bactobuster
m_avium_ssp_paratuberculosis_MAP,Giles
m_avium_ssp_paratuberculosis_MAP,SWU1
m_dioxanotrophicus,Eagle
m_dioxanotrophicus,Vix
m_dioxanotrophicus,Medusa
m_dioxanotrophicus,Anubis
m_dioxanotrophicus,Equemioh13
m_dioxanotrophicus,Tiffany
m_dioxanotrophicus,Piro94
m_dioxanotrophicus,MarQuardt
m_dioxanotrophicus,SweetiePie
m_dioxanotrophicus,Larenn
m_dioxanotrophicus,Taurus
m_dioxanotrophicus,Marie
m_dioxanotrophicus,Malinsilva
m_dioxanotrophicus,Hercules11
m_dioxanotrophicus,EvilGenius
m_dioxanotrophicus,ChipMunk
m_dioxanotrophicus,Penny1
m_dioxanotrophicus,Aglet
m_dioxanotrophicus,Pukovnik
m_dioxanotrophicus,Jobu08
m_dioxanotrophicus,Trixie
m_dioxanotrophicus,Kampy
m_dioxanotrophicus,Phantastic
m_lepraemurium,Ariel
m_lepraemurium,MiaZeal 
m_lepraemurium,Che12
m_lepraemurium,Giles
m_lepraemurium,Adzzy
m_lepraemurium,Courthouse
m_lepraemurium,Miazeal
m_avium,Ariel
m_avium,MiaZeal 
m_avium,Che12
m_avium,Adzzy
m_avium,Courthouse
m_avium,Miazeal
m_avium_ssp_paratuberculosis_k10,Ariel
m_avium_ssp_paratuberculosis_k10,MiaZeal 
m_avium_ssp_paratuberculosis_k10,Che12
m_avium_ssp_paratuberculosis_k10,Adzzy
m_avium_ssp_paratuberculosis_k10,Courthouse
m_avium_ssp_paratuberculosis_k10,Miazeal
m_marinum,ShedlockHolmes
m_marinum,Bactobuster
m_marinum,SWU1
m_marinum,DS6A
m_marinum,Keshu
m_smegmatis,Ariel
m_smegmatis,MiaZeal 
m_smegmatis,Che12
m_smegmatis,Adzzy
m_smegmatis,Courthouse
m_smegmatis,Miazeal
m_ssp_jls,Ariel
m_ssp_jls,MiaZeal 
m_ssp_jls,Bactobuster
m_ssp_jls,SWU1
m_ssp_jls,Courthouse
m_ssp_jls,Redi
m_ssp_jls,Miazeal
m_ssp_kms,Ariel
m_ssp_kms,MiaZeal 
m_ssp_kms,Bactobuster
m_ssp_kms,SWU1
m_ssp_kms,Courthouse
m_ssp_kms,Redi
m_ssp_kms,Miazeal
m_ssp_mcs,Ariel
m_ssp_mcs,MiaZeal 
m_ssp_mcs,Bactobuster
m_ssp_mcs,SWU1
m_ssp_mcs,Courthouse
m_ssp_mcs,Redi
m_ssp_mcs,Miazeal
m_ulcerans ,Bactobuster
m_ulcerans ,SWU1
m_vanbaalenii,Ariel
m_vanbaalenii,MiaZeal 
m_vanbaalenii,Bactobuster
m_vanbaalenii,SWU1
m_vanbaalenii,Courthouse
m_vanbaalenii,Miazeal
m_gilvum,Bactobuster
m_gilvum,SWU1
m_gilvum,Redi
m_abscessus,Babsiella
m_intracellulare,Che12
m_intracellulare,Adzzy
m_liflandii,Bactobuster
m_liflandii,SWU1
m_shigaense,Che12
m_shigaense,Giles
m_shigaense,Adzzy
m_fortuitum,Ariel
m_fortuitum,MiaZeal 
m_fortuitum,Bactobuster
m_fortuitum,Giles
m_fortuitum,SWU1
m_fortuitum,Courthouse
m_fortuitum,Miazeal
m_vaccae,Ariel
m_vaccae,MiaZeal 
m_vaccae,Bactobuster
m_vaccae,SWU1
m_vaccae,Courthouse
m_vaccae,Miazeal
m_avium_ssp_paratuberculosis_MAP,Ariel
m_avium_ssp_paratuberculosis_MAP,MiaZeal 
m_avium_ssp_paratuberculosis_MAP,Che12
m_avium_ssp_paratuberculosis_MAP,Adzzy
m_avium_ssp_paratuberculosis_MAP,Courthouse
m_avium_ssp_paratuberculosis_MAP,Miazeal
m_dioxanotrophicus,Bactobuster
m_dioxanotrophicus,SWU1
m_neoaurum,Redi
m_senegalense,CaptainTrips
m_senegalense,Xfactor 
m_senegalense,Pacc40
m_senegalense,Xfactor  
mtb_c,ShedlockHolmes
mtb_c,Keshu
mtb_haarlem,ShedlockHolmes
mtb_haarlem,Keshu
m_microti,ShedlockHolmes
m_microti,Keshu
m_bovis,ShedlockHolmes
m_bovis,Keshu
m_africanum,ShedlockHolmes
m_africanum,Keshu
m_avium,Phayonce
m_bovis_bcg,ShedlockHolmes
m_bovis_bcg,Keshu
m_marinum,Sparkdehlily
m_marinum,Che12
m_marinum,Adzzy
m_marinum,Redno2
m_marinum,Wanda
m_marinum,Thibault
m_marinum,Minerva
m_smegmatis,Angelica
m_ssp_jls,Reprobate
m_ssp_jls,Che12
m_ssp_jls,Adzzy
m_ssp_jls,Phelemich
m_ssp_kms,Che12
m_ssp_kms,Adzzy
m_ssp_mcs,Che12
m_ssp_mcs,Adzzy
mtb_cdc1551,ShedlockHolmes
mtb_cdc1551,Keshu
mtb_f11,ShedlockHolmes
mtb_f11,Keshu
mtb_h37ra,ShedlockHolmes
mtb_h37ra,Keshu
m_ulcerans ,ShedlockHolmes
m_ulcerans ,Che12
m_ulcerans ,Adzzy
m_ulcerans ,Redno2
m_ulcerans ,Wanda
m_ulcerans ,Thibault
m_ulcerans ,Minerva
m_ulcerans ,Keshu
m_vanbaalenii,Che12
m_vanbaalenii,Adzzy
mtb_h37rv,ShedlockHolmes
mtb_h37rv,Keshu
m_gilvum,Che12
m_gilvum,Adzzy
m_gilvum,Redno2
m_gilvum,Wanda
m_gilvum,Thibault
m_gilvum,Minerva
m_abscessus,Florinda
m_intracellulare,ShedlockHolmes
m_intracellulare,Redno2
m_intracellulare,Wanda
m_intracellulare,Thibault
m_intracellulare,Minerva
m_intracellulare,Keshu
m_liflandii,ShedlockHolmes
m_liflandii,Che12
m_liflandii,Adzzy
m_liflandii,Redno2
m_liflandii,Wanda
m_liflandii,Thibault
m_liflandii,Minerva
m_liflandii,Keshu
m_shigaense,Redno2
m_shigaense,Wanda
m_shigaense,Thibault
m_shigaense,Minerva
m_shigaense,Sbash
m_stephanolepidis,Ardmore
m_stephanolepidis,Redno2
m_stephanolepidis,Wanda
m_stephanolepidis,Thibault
m_stephanolepidis,Minerva
m_fortuitum,Che12
m_fortuitum,Angelica
m_fortuitum,Adzzy
m_vaccae,ShedlockHolmes
m_vaccae,Che12
m_vaccae,Adzzy
m_vaccae,Keshu
m_phlei,ShedlockHolmes
m_phlei,Adler
m_phlei,Redi
m_phlei,Keshu
m_dioxanotrophicus,Archie
m_dioxanotrophicus,Che12
m_dioxanotrophicus,Adzzy
m_dioxanotrophicus,Redno2
m_dioxanotrophicus,Wanda
m_dioxanotrophicus,Thibault
m_dioxanotrophicus,Minerva
m_neoaurum,Angelica
m_senegalense,Ariel
m_senegalense,MiaZeal 
m_senegalense,Dante
m_senegalense,Archie
m_senegalense,Shipwreck
m_senegalense,Angelica
m_senegalense,Courthouse
m_senegalense,Sbash
m_senegalense,Miazeal
m_fallax,Angelica
mtb_c,DS6A
mtb_haarlem,DS6A
m_microti,DS6A
m_bovis,DS6A
m_africanum,DS6A
m_bovis_bcg,DS6A
m_leprae,ShedlockHolmes
m_leprae,Keshu
m_ssp_kms,Redno2
m_ssp_kms,Wanda
m_ssp_kms,Thibault
m_ssp_kms,Minerva
mtb_cdc1551,DS6A
mtb_f11,DS6A
mtb_h37ra,DS6A
m_ulcerans ,DS6A
mtb_h37rv,DS6A
m_gilvum,Giles
m_abscessus,Redno2
m_abscessus,Wanda
m_abscessus,Thibault
m_abscessus,Minerva
m_intracellulare,Bron
m_intracellulare,DS6A
m_liflandii,DS6A
m_shigaense,Dori
m_vaccae,DS6A
m_phlei,DS6A
m_dioxanotrophicus,Brujita
m_dioxanotrophicus,Island3
m_dioxanotrophicus,DS6A
mtb_c,Faith1
mtb_c,Winky
mtb_c,Breezona
mtb_c,Archie
mtb_c,Loadrie 
mtb_c,Gardann
mtb_c,Crossroads
mtb_haarlem,Faith1
mtb_haarlem,Winky
mtb_haarlem,Breezona
mtb_haarlem,Archie
mtb_haarlem,Loadrie 
mtb_haarlem,Gardann
mtb_haarlem,Crossroads
m_microti,Faith1
m_microti,Winky
m_microti,Breezona
m_microti,Archie
m_microti,Loadrie 
m_microti,Gardann
m_microti,Crossroads
m_bovis,Faith1
m_bovis,Winky
m_bovis,Breezona
m_bovis,Archie
m_bovis,Loadrie 
m_bovis,Gardann
m_bovis,Crossroads
m_lepraemurium,Bron
m_africanum,Faith1
m_africanum,Winky
m_africanum,Breezona
m_africanum,Archie
m_africanum,Loadrie 
m_africanum,Gardann
m_africanum,Crossroads
m_avium_ssp_paratuberculosis_k10,Bron
m_bovis_bcg,Faith1
m_bovis_bcg,Winky
m_bovis_bcg,Breezona
m_bovis_bcg,Archie
m_bovis_bcg,Loadrie 
m_bovis_bcg,Gardann
m_bovis_bcg,Crossroads
m_leprae,DS6A
m_ssp_jls,Audrey
m_ssp_jls,ShedlockHolmes
m_ssp_jls,Keshu
mtb_cdc1551,Faith1
mtb_cdc1551,Winky
mtb_cdc1551,Breezona
mtb_cdc1551,Archie
mtb_cdc1551,Loadrie 
mtb_cdc1551,Gardann
mtb_cdc1551,Crossroads
mtb_f11,Faith1
mtb_f11,Winky
mtb_f11,Breezona
mtb_f11,Archie
mtb_f11,Loadrie 
mtb_f11,Gardann
mtb_f11,Crossroads
mtb_h37ra,Faith1
mtb_h37ra,Winky
mtb_h37ra,Breezona
mtb_h37ra,Archie
mtb_h37ra,Loadrie 
mtb_h37ra,Gardann
mtb_h37ra,Crossroads
mtb_h37rv,Faith1
mtb_h37rv,Winky
mtb_h37rv,Breezona
mtb_h37rv,Archie
mtb_h37rv,Loadrie 
mtb_h37rv,Gardann
mtb_h37rv,Crossroads
m_abscessus,U2
m_intracellulare,Sparkdehlily
m_shigaense,ShedlockHolmes
m_shigaense,Bron
m_shigaense,Keshu
m_avium_ssp_paratuberculosis_MAP,Bron
m_senegalense,Bobi
m_lepraemurium,Sparkdehlily
m_lepraemurium,Redno2
m_lepraemurium,Wanda
m_lepraemurium,Thibault
m_lepraemurium,Minerva
m_avium,Sparkdehlily
m_avium,Redno2
m_avium,Wanda
m_avium,Thibault
m_avium,Minerva
m_avium_ssp_paratuberculosis_k10,Sparkdehlily
m_avium_ssp_paratuberculosis_k10,Redno2
m_avium_ssp_paratuberculosis_k10,Wanda
m_avium_ssp_paratuberculosis_k10,Thibault
m_avium_ssp_paratuberculosis_k10,Minerva
m_leprae,Sparkdehlily
m_smegmatis,ShedlockHolmes
m_smegmatis,Sparkdehlily
m_smegmatis,Redno2
m_smegmatis,Wanda
m_smegmatis,Thibault
m_smegmatis,Minerva
m_smegmatis,Keshu
m_ssp_jls,Redno2
m_ssp_jls,Wanda
m_ssp_jls,Thibault
m_ssp_jls,DS6A
m_ssp_jls,Minerva
m_ssp_kms,Sparkdehlily
m_ssp_mcs,Sparkdehlily
m_ssp_mcs,Redno2
m_ssp_mcs,Wanda
m_ssp_mcs,Thibault
m_ssp_mcs,Minerva
m_ulcerans ,Sparkdehlily
m_vanbaalenii,Sparkdehlily
m_vanbaalenii,Redno2
m_vanbaalenii,Wanda
m_vanbaalenii,Thibault
m_vanbaalenii,Minerva
m_gilvum,ShedlockHolmes
m_gilvum,Sparkdehlily
m_gilvum,Keshu
m_liflandii,Sparkdehlily
m_shigaense,Sparkdehlily
m_shigaense,DS6A
m_stephanolepidis,WIVsmall
m_fortuitum,Sparkdehlily
m_fortuitum,Redno2
m_fortuitum,Wanda
m_fortuitum,Thibault
m_fortuitum,DS6A
m_fortuitum,Minerva
m_vaccae,Sparkdehlily
m_vaccae,Giles
m_vaccae,Redno2
m_vaccae,Wanda
m_vaccae,Thibault
m_vaccae,Minerva
m_phlei,Sparkdehlily
m_avium_ssp_paratuberculosis_MAP,Sparkdehlily
m_avium_ssp_paratuberculosis_MAP,Redno2
m_avium_ssp_paratuberculosis_MAP,Wanda
m_avium_ssp_paratuberculosis_MAP,Thibault
m_avium_ssp_paratuberculosis_MAP,Minerva
m_chelonae,Gaia
m_simiae,Sbash
m_lepraemurium,ShedlockHolmes
m_lepraemurium,Keshu
m_avium,ShedlockHolmes
m_avium,Bron
m_avium,Keshu
m_avium_ssp_paratuberculosis_k10,ShedlockHolmes
m_avium_ssp_paratuberculosis_k10,Keshu
m_smegmatis,DS6A
m_ssp_kms,ShedlockHolmes
m_ssp_kms,Keshu
m_ssp_mcs,ShedlockHolmes
m_ssp_mcs,Keshu
m_vanbaalenii,DS6A
m_gilvum,DS6A
m_abscessus,Giles
m_avium_ssp_paratuberculosis_MAP,ShedlockHolmes
m_avium_ssp_paratuberculosis_MAP,Keshu
m_dioxanotrophicus,Rosebush
m_dioxanotrophicus,Qyrzula
m_senegalense,Snenia
m_senegalense,Brusacoram
m_senegalense,Lumos
m_senegalense,Redno2
m_senegalense,Wanda
m_senegalense,Thibault
m_senegalense,Minerva
m_simiae,Dori
m_lepraemurium,DS6A
m_avium,DS6A
m_avium_ssp_paratuberculosis_k10,DS6A
m_abscessus,Bruns 
m_avium_ssp_paratuberculosis_MAP,DS6A
m_senegalense,Butters 
m_marinum,Sbash
m_ssp_kms,DS6A
m_ssp_mcs,DS6A
m_ulcerans ,Sbash
m_vanbaalenii,ShedlockHolmes
m_vanbaalenii,Keshu
m_liflandii,Sbash
m_fortuitum,Faith1
m_fortuitum,Winky
m_fortuitum,Breezona
m_fortuitum,ShedlockHolmes
m_fortuitum,Archie
m_fortuitum,Loadrie 
m_fortuitum,Gardann
m_fortuitum,Crossroads
m_fortuitum,Keshu
m_dioxanotrophicus,Faith1
m_dioxanotrophicus,Winky
m_dioxanotrophicus,Breezona
m_dioxanotrophicus,Loadrie 
m_dioxanotrophicus,Gardann
m_dioxanotrophicus,Crossroads
m_senegalense,Faith1
m_senegalense,Winky
m_senegalense,Breezona
m_senegalense,Loadrie 
m_senegalense,Gardann
m_senegalense,Crossroads
m_marinum,Dori
m_smegmatis,Faith1
m_smegmatis,Winky
m_smegmatis,Breezona
m_smegmatis,Archie
m_smegmatis,Loadrie 
m_smegmatis,Gardann
m_smegmatis,Crossroads
m_ssp_jls,Faith1
m_ssp_jls,Winky
m_ssp_jls,Breezona
m_ssp_jls,Archie
m_ssp_jls,Loadrie 
m_ssp_jls,Gardann
m_ssp_jls,Crossroads
m_ssp_kms,Faith1
m_ssp_kms,Winky
m_ssp_kms,Breezona
m_ssp_kms,Archie
m_ssp_kms,Loadrie 
m_ssp_kms,Gardann
m_ssp_kms,Crossroads
m_ssp_mcs,Faith1
m_ssp_mcs,Winky
m_ssp_mcs,Breezona
m_ssp_mcs,Archie
m_ssp_mcs,Loadrie 
m_ssp_mcs,Gardann
m_ssp_mcs,Crossroads
m_ulcerans ,Dori
m_liflandii,Dori
m_stephanolepidis,Archie
m_dioxanotrophicus,ShedlockHolmes
m_dioxanotrophicus,Keshu
m_stephanolepidis,Faith1
m_stephanolepidis,Winky
m_stephanolepidis,Breezona
m_stephanolepidis,Loadrie 
m_stephanolepidis,Gardann
m_stephanolepidis,Crossroads
m_phlei,Faith1
m_phlei,Winky
m_phlei,Breezona
m_phlei,Archie
m_phlei,Loadrie 
m_phlei,Gardann
m_phlei,Crossroads
mtb_c,Sparkdehlily
mtb_haarlem,Sparkdehlily
m_microti,Sparkdehlily
m_bovis,Sparkdehlily
m_africanum,Sparkdehlily
m_bovis_bcg,Sparkdehlily
mtb_cdc1551,Sparkdehlily
mtb_f11,Sparkdehlily
mtb_h37ra,Sparkdehlily
mtb_h37rv,Sparkdehlily
m_senegalense,MichelleMyBell
m_senegalense,Jolie1
m_dioxanotrophicus,Phayonce
m_fallax,Dori
m_fallax,Sbash
m_stephanolepidis,Dori
m_senegalense,Larenn
m_senegalense,KayaCho
m_stephanolepidis,Sbash
m_dioxanotrophicus,Dori
m_abscessus,SG4
m_senegalense,Billknuckles
m_gilvum,Dori
m_senegalense,Chadwick
m_senegalense,Sparky
m_gilvum,Sbash
m_abscessus,Dori
m_senegalense,Severus
m_senegalense,39HC
m_senegalense,Hosp
m_senegalense,Leo
m_senegalense,DNAIII
m_senegalense,Guo1
m_senegalense,Sneeze
m_vanbaalenii,Dori
m_abscessus,Sbash
m_dioxanotrophicus,39HC
m_senegalense,Liefie
m_senegalense,Trike
m_chelonae,Dori
m_dioxanotrophicus,Inventum
m_vanbaalenii,Sbash
m_gilvum,PopTart
m_dioxanotrophicus,Hosp
m_senegalense,Bps
m_senegalense,Angel
m_senegalense,Hope
m_senegalense,Phreak
m_senegalense,Cedasite
m_senegalense,Frosty24
m_senegalense,BruceB
m_senegalense,Halo
m_chelonae,Sbash
m_gilvum,Jabbawokkie
m_gilvum,Zapner
m_gilvum,Avani
m_ssp_jls,Dori
m_ssp_kms,Dori
m_ssp_mcs,Dori
m_phlei,Dori
m_dioxanotrophicus,Baee
m_smegmatis,Dori
m_abscessus,Papez
m_abscessus,SarFire
m_abscessus,Euphoria
m_ssp_jls,Sbash
m_ssp_kms,Sbash
m_ssp_mcs,Sbash
m_phlei,Sbash
m_abscessus,SargentShorty9
m_abscessus,Nerujay
m_abscessus,Solon
m_abscessus,CASbig
m_abscessus,Trouble
m_abscessus,Wheeler
m_abscessus,PhrostyMug
m_abscessus,Perseus
m_abscessus,Aeneas
